,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
3152,1347_B,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"This table shows the ages of people on a university running team.
To calculate the mean age, what is the most sensible heading for the third column? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}","Age \( \times \)
Frequency",Age - Frequency,Subtracts instead of multiplies,95
3153,1347_D,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"This table shows the ages of people on a university running team.
To calculate the mean age, what is the most sensible heading for the third column? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}","Age \( \times \)
Frequency","Age \( \div \)
Frequency",Divides rather than multiplies ,19
3154,1348_A,Identify triangular numbers,Other Sequences,"\( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",The triangle numbers,The cube numbers,Thinks cube numbers are triangular numbers,68
3155,1348_B,Identify triangular numbers,Other Sequences,"\( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",The triangle numbers,The Fibonacci numbers,Believes Fibonacci numbers are triangle numbers,49
3156,1348_C,Identify triangular numbers,Other Sequences,"\( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",The triangle numbers,The square numbers,Believes square numbers are triangle numbers,5
3157,1349_B,Manipulate both equations so that they are in a form to be added or subtracted,Simultaneous Equations,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",\( \begin{array}{l}6 l+9 m=39 \\ 6 l+8 m=34\end{array} \),\( \begin{array}{l}6 l+9 m=13 \\ 6 l+8 m=17\end{array} \),"When solving simultaneous equations, thinks you only transform the algebraic terms, rather than the whole equation.",53
3158,1349_C,Manipulate both equations so that they are in a form to be added or subtracted,Simultaneous Equations,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",\( \begin{array}{l}6 l+9 m=39 \\ 6 l+8 m=34\end{array} \),\( \begin{array}{l}6 l+3 m=13 \\ 6 l+4 m=17\end{array} \),"When solving simultaneous equations, thinks you only transform the term that is being eliminated, rather than the whole equation.",53
3159,1350_A,Multiply 2 digit integers by 2 digit integers using the grid method,Written Multiplication,"If you use the grid method to calculate \( 27 \times 42 \) what should replace the star? \begin{tabular}{|c|c|c|}
\hline\( \times \) & \( 20 \) & \( 7 \) \\
\hline \( 40 \) & \(\space\) & \(\color{gold}\bigstar\)\\
\hline \( 2 \) & \(\space\) & \\
\hline
\end{tabular}",\( 280 \),\( 47 \),Adds instead of multiplies,95
3160,1350_C,Multiply 2 digit integers by 2 digit integers using the grid method,Written Multiplication,"If you use the grid method to calculate \( 27 \times 42 \) what should replace the star? \begin{tabular}{|c|c|c|}
\hline\( \times \) & \( 20 \) & \( 7 \) \\
\hline \( 40 \) & \(\space\) & \(\color{gold}\bigstar\)\\
\hline \( 2 \) & \(\space\) & \\
\hline
\end{tabular}",\( 280 \),\( 28 \),"When multiplying involving a multiple of 10, gives an answer 10 times smaller than it should be",106
3161,1350_D,Multiply 2 digit integers by 2 digit integers using the grid method,Written Multiplication,"If you use the grid method to calculate \( 27 \times 42 \) what should replace the star? \begin{tabular}{|c|c|c|}
\hline\( \times \) & \( 20 \) & \( 7 \) \\
\hline \( 40 \) & \(\space\) & \(\color{gold}\bigstar\)\\
\hline \( 2 \) & \(\space\) & \\
\hline
\end{tabular}",\( 280 \),\( 2800 \),"When multiplying by a multiple of 10, gives an answer 10 times bigger than it should be",90
3162,1351_A,"Solve one-step linear equations requiring addition or subtraction, involving negative integers",Linear Equations,"Solve the equation:
\[
-3=p+12
\]",\( p=-15 \),\( p=9 \),"When solving an equation, uses the same operation rather than the inverse.",13
3163,1352_D,Multiply 2 digit integers by 2 digit integers using long multiplication,Mental Multiplication and Division,\( \begin{array}{r}\quad35 \\ \times 46 \\ \hline\end{array} \) What number will be in the ones/units column of the final answer?,\( 0 \),\( 30 \),Believes you write the carried value in the number rather than adding it to the next place value column,32
3164,1353_A,Division law of indices with positive integer powers and the same base number,Laws of Indices,"Simplify (if possible):
\(
6^{9} \div 6^{3}
\)",\( 6^{6} \),\( 6^{3} \),"Believes when dividing numbers with the same base you divide the powers, rather than subtracting",18
3165,1353_C,Division law of indices with positive integer powers and the same base number,Laws of Indices,"Simplify (if possible):
\(
6^{9} \div 6^{3}
\)",\( 6^{6} \),\( 1^{3} \),When dividing numbers with the same base divides the base numbers and the powers,18
3166,1353_D,Division law of indices with positive integer powers and the same base number,Laws of Indices,"Simplify (if possible):
\(
6^{9} \div 6^{3}
\)",\( 6^{6} \),\( 1^{6} \),When dividing numbers with the same base correctly subtracts the powers but divides the base numbers.,18
3167,1354_A,Solve a non-linear equation using a function machine,Function Machines,Which function machine will solve the equation \( x^{2}+5=14 ? \),![A function machine showing x as the input then squaring then +5 to give 14 as the output. Then a reverse function machine underneath showing 14 (the output) now as the input -5 and then square root](),![A function machine showing x as the input then +5 then squaring to give 14 as the output. Then a reverse function machine underneath showing 14 (the output) now as the input square root and then -5](),"Does not follow the arrows through a function machine, changes the order of the operations asked.",109
3168,1354_B,Solve a non-linear equation using a function machine,Function Machines,Which function machine will solve the equation \( x^{2}+5=14 ? \),![A function machine showing x as the input then squaring then +5 to give 14 as the output. Then a reverse function machine underneath showing 14 (the output) now as the input -5 and then square root](),![A function machine showing 14 as the input then squaring and +5 to give the output](),"When solving an equation, uses the same operation rather than the inverse.",13
3169,1354_D,Solve a non-linear equation using a function machine,Function Machines,Which function machine will solve the equation \( x^{2}+5=14 ? \),![A function machine showing x as the input then squaring then +5 to give 14 as the output. Then a reverse function machine underneath showing 14 (the output) now as the input -5 and then square root](),![A function machine showing x as the input then x2 then +5 to give 14 as the output. Then a reverse function machine underneath showing 14 (the output) now as the input  -5 and then divide by 2](),Mixes up squaring and multiplying by 2 or doubling,113
3170,1355_C,Round numbers between 0 and 1 to two significant figures,Rounding to Decimal Places,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{0 . 0 3 4 5 6} \) rounded to \( 2 \) significant figures is \( \mathbf{0 . 0 3} \)

Katie says \( 0.03456 \) rounded to \( 2 \) decimal places is \( \mathbf{0 . 0 3} \)

Who is correct?",Only Katie,Both Tom and Katie,Rounds to wrong degree of accuracy (decimal places rather than significant figures),102
3171,1355_D,Round numbers between 0 and 1 to two significant figures,Rounding to Decimal Places,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{0 . 0 3 4 5 6} \) rounded to \( 2 \) significant figures is \( \mathbf{0 . 0 3} \)

Katie says \( 0.03456 \) rounded to \( 2 \) decimal places is \( \mathbf{0 . 0 3} \)

Who is correct?",Only Katie,Neither is correct,Rounds to the wrong degree of accuracy (significant figures rather than decimal places),102
3172,1356_C,Round non-integers to other non-integer values (e.g. 0.02),Rounding to Decimal Places,What is \( \mathbf{1 . 5 1 6} \) rounded to the nearest \( \mathbf{0 . 0 5} \) ?,\( 1.50 \),\( 1.55 \),Rounds up instead of down,102
3173,1356_D,Round non-integers to other non-integer values (e.g. 0.02),Rounding to Decimal Places,What is \( \mathbf{1 . 5 1 6} \) rounded to the nearest \( \mathbf{0 . 0 5} \) ?,\( 1.50 \),\( 1.52 \),Rounds to the wrong degree of accuracy (rounds too little),102
3174,1357_B,"Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,"STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)",\( \frac{9 x-2(x+3)}{x(x+3)} \),\( \frac{9}{3}-\frac{2(3)}{3} \),Incorrectly cancels what they believe is a factor in algebraic fractions,87
3175,1357_C,"Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,"STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)",\( \frac{9 x-2(x+3)}{x(x+3)} \),\( \frac{9}{x+3}-\frac{2}{x} \),Does not understand how to subtract algebraic fractions,52
3176,1357_D,"Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,"STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)",\( \frac{9 x-2(x+3)}{x(x+3)} \),\( \frac{9 x-2(x+3)}{x(x+3)-x(x+3)} \),"When subtracting fractions, subtracts the numerators and denominators",55
3177,1358_A,Convert ratios to fractions,Writing Ratios,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,\( \frac{1}{6} \),\( \frac{1}{5} \),"When converting ratio to fractions, puts the other side of the ratio as the denominator rather than the total",25
3178,1358_B,Convert ratios to fractions,Writing Ratios,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,\( \frac{1}{6} \),\( \frac{5}{6} \),Gets order of ratio wrong,25
3179,1358_D,Convert ratios to fractions,Writing Ratios,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,\( \frac{1}{6} \),Not enough information,Does not understand the relationship between a ratio and fraction,25
3180,1359_A,Identify the circumference,Parts of a Circle,Which of the following diagrams shows the circumference of a circle?,![Circle with its whole edge highlighted](),![Circle with a line from the centre to the edge](),Confuses circumference and radius,58
3181,1359_C,Identify the circumference,Parts of a Circle,Which of the following diagrams shows the circumference of a circle?,![Circle with its whole edge highlighted](),"![Circle with a line below it, touching the circle in one place]()",Confuses tangent and circumference,58
