,MisconceptionId,MisconceptionName,Cluster
2496,2496,"Believes composite function notation fg(x) means to multiply the first terms of f and g together, and the second terms of f and g together",79
2497,2497,Believes f(x - a) translates the function down a units,88
2498,2498,Thinks I can be subtracted from L in Roman numerals,73
2499,2499,Thinks the interior angles of any polygon add up to 180 degrees,44
2500,2500,Believes the gradient of a line is given by an intercept,28
2501,2501,Subtracts rather than multiplies when calculating total frequency,8
2502,2502,Believes a reciprocal equation will have a quadratic graph,37
2503,2503,Believes that a greater percentage represents a greater quantity,57
2504,2504,"Does not realise that two letters together, or a number and letter together, are multiplying",52
2505,2505,Confuses cl and ml,31
2506,2506,"Believes cumulative frequency is the sum of each class with the previous class, rather than all previous classes",51
2507,2507,Mistakes unit of speed for unit of time,21
2508,2508,Thinks x = ? is the y axis,39
2509,2509,Mixes up the sets in a Venn diagram,86
2510,2510,Only reads the percentage symbol as applying to the units digit,101
2511,2511,Does not know the properties of a linear graph,77
2512,2512,"Believes when dividing numbers with the same base you divide the powers, rather than subtracting",18
2513,2513,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is determined by first differences",104
2514,2514,Does not cube the conversion factor when converting cubed units,31
2515,2515,Rounds too early in calculation ,102
2516,2516,Thinks 3-letter angle notation has to use the nearest vertex on each side of the angle,110
2517,2517,Does not rearrange the Pythagoras' Theorem formula accurately,4
2518,2518,May have made a calculation error using the order of operations,109
2519,2519,Confuses a term with a variable,42
2520,2520,Believes the fraction line represents addition,112
2521,2521,Does not know how to measure reflex angles,63
2522,2522,Believes the total of the circle in a Venn should be included when intersections should be omitted,86
2523,2523,Has added on the power of 1/4 rather than raise to the power of 1/4,18
2524,2524,Has added the powers rather than multiplying them,18
2525,2525,"When dividing decimals, divides rather than multiplies when reinserting the decimal.",27
2526,2526,Believes a downward line has a positive gradient,16
2527,2527,"Writes a repeated root once, rather than in a squared bracket",47
2528,2528,Thinks that the perimeter on a square grid is the number of squares surrounding the rectangle,48
2529,2529,Does not think a ton is a unit of mass,21
2530,2530,Subtracts instead of adds when using inverse operations to solve an equation,100
2531,2531,Does not understand that the volume of an enlarged shape is the volume of the original multiplied by the cube of the scale factor of the lengths.,34
2532,2532,Believes order of operations does not affect the answer to a calculation,109
2533,2533,Does not realise that two letters together are multiplying,52
2534,2534,When converting between non standard form and standard form assumes changes to the base will not affect the power,93
2535,2535,Does not add on 180 degrees when using a protractor to measure a reflex angle,98
2536,2536,Misunderstands the capture-recapture method,60
2537,2537,Does not know the definition of a rational number,91
2538,2538,Confuses the value of the variable with cumulative frequency,51
2539,2539,Believes the inverse of square rooting is halving,113
2540,2540,Confuses maximum and minimum,111
2541,2541,"When finding the square root of a decimal, believes the answer should have the same number of decimal places",47
2542,2542,Believes that dividing by a decimal is the same as dividing by its reciprocal,27
2543,2543,"Believes the frequency represented by a pie chart sector can be judged visually, without considering the total it represents",74
2544,2544,Confuses reciprocal and exponential graphs,37
2545,2545,Does not know that prime numbers have exactly two factors,33
2546,2546,Confuses the hundreds and tens place value columns,85
2547,2547,Multiplies instead of divides when division is written as a fraction,61
2548,2548,Does not increase the denominator when an item is added in a probability question,84
2549,2549,Believes only the first term needs to be divided when factorising an expression,87
2550,2550,Thinks there are 10m in a km,54
2551,2551,Believes range does not need units,67
2552,2552,"When adding decimals, thinks the answer has to have the same number of decimals as the total in the question",32
2553,2553,Gives the second significant figure when asked for the first,102
2554,2554,Thinks the diagonal of a square is the same length as the side of the square,113
2555,2555,Does not understand how to find a scale factor,69
2556,2556,Thinks the subtraction sign means multiply,100
2557,2557,Mixes up cubing and squaring,68
2558,2558,"When writing fraction from diagram, writes total as denominator",11
2559,2559,When dividing numbers with different bases subtracts the powers but divides the base numbers.,18
2560,2560,Confuses the formulas for the perimeter of a sector and the area of a sector ,58
2561,2561,"Believes a sample space should show repeated outcomes, not just unique possible outcomes.",14
2562,2562,Confuses the lower and upper bound,67
2563,2563,Believes to complete a part whole model you select a value already given in the model,92
2564,2564,Gives the intersect value of a Venn diagram when asked to find the value of a set only,86
2565,2565,Confuses the hundreds and thousands place value columns,85
2566,2566,"When subtracting a negative number, subtracts the absolute value rather than adding it",78
2567,2567,Believes they only need to multiply the first pair of terms when expanding a double bracket.,1
